head_n,glyph,espanol,zan_k,zan_name,zanci,ceci,fuente,cotejo_fuente,cotejo_nota
31,裝,Reunir,1,初一,幽裝莫見之行,幽裝莫見心己外也,wikisource_provisional,,
31,裝,Reunir,2,次二, 鵝慘于冰翼彼南風内懷其乗, 鵝之慘懷憂無快也,kanripo,,□→ (Sima) □→ (Sima)
31,裝,Reunir,3,次三,往其志或承之喜,往其志遇所快也,kanripo,,
31,裝,Reunir,4,次四,鶤雞朝飛踤于北嚶嚶相和不輟食,鶤雞朝飛何足頼也,kanripo,,
31,裝,Reunir,5,次五,鴻裝于淄飲食頥頥,鴻裝于淄大將得志也,kanripo,,
31,裝,Reunir,6,次六,經衢周九路不限其行賈,經六衢商旅事也,kanripo,,
31,裝,Reunir,7,次七,裝無㒧利征咎齊萬物宣明　大衆多,冥兵之始始則不臧也○,kanripo,kanripo_四部叢刊_cotejo,"測 recuperado (anclado en 贊辭, cortado en marcador; termina en 也)"
31,裝,Reunir,8,次八,季仲播軌泣於道用送厥往,季仲播軌送其死也,wikisource_provisional,,
31,裝,Reunir,9,上九,裝於昏,裝于昏尚可避也,wikisource_provisional,,
32,衆,Legión,1,初一,冥兵始火入耳農輟馬榖尸將班于田,冥兵之始始則不臧也,kanripo,,
32,衆,Legión,2,次二,兵無刄師無陳麟或賔之温,兵無刄德服無方也,kanripo,,
32,衆,Legión,3,次三,軍或纍車丈人摧孥内蹈之瑕,軍或纍車廟戰内傷也,kanripo,,
32,衆,Legión,4,次四,虎虓振廞豹勝其祕否,虎虓振廞如鷹之揚也,kanripo,,
32,衆,Legión,5,次五,躆戰喈喈若熊若螭,躆戰喈喈恃力作王也,kanripo,,
32,衆,Legión,6,次六,大兵雷霆震其耳維用詘腹,大兵雷霆威震無疆也,kanripo,,
32,衆,Legión,7,次七,旌旗絓羅干戈蛾蛾師孕言之哭且䁲,旌旗絓羅大恨民也,kanripo,,
32,衆,Legión,8,次八,兵衰衰見其病不見輿尸,兵衰衰不血刄也測曰窺之無間密無方也,kanripo,,
32,衆,Legión,9,上九,斧刃缺其柯折可以止不可以伐往血,刃缺柯折將不足往也,wikisource_provisional,,
33,密,Cercanía,1,初一,窺之無間大幽之門,窺之無間密無方也,wikisource_provisional,,
33,密,Cercanía,2,次二,不密不比我心即次,不密不比違厥郷也,kanripo,,
33,密,Cercanía,3,次三,密于親利以作人,密于親爲利臧也,kanripo,,
33,密,Cercanía,4,次四,密于腥臊三日不覺殽,密于腥臊小惡通也,kanripo,,
33,密,Cercanía,5,次五,密密不　嬪于天,密密不　並天功也,kanripo,,
33,密,Cercanía,6,次六,大惡之比或益之恤,大惡之比匹異同也,kanripo,,
33,密,Cercanía,7,次七,密有口小鰓大君在無後,密口小鰓賴君逢也,kanripo,,
33,密,Cercanía,8,次八,琢齒依齦三歳無君,琢齒依齦君自拔也,kanripo,,
33,密,Cercanía,9,上九,密禍之比先下後得其死,密禍之比終不可奪也莫聞也,kanripo,,
34,親,Parentesco,1,初一,親非其膚其志齦齬,親非其膚中心閑也,wikisource_provisional,,
34,親,Parentesco,2,次二,孚其內其志資戚,孚其內人莫間也,wikisource_provisional,,
34,親,Parentesco,3,次三,螟蛉不屬蜾臝取之不迓侮,螟蛉不屬失其體也,kanripo,,
34,親,Parentesco,4,次四,賔親于禮飲食几几,賔親于禮賔主偕也,kanripo,,
34,親,Parentesco,5,次五,厚不厚比人將走,厚不厚失類無方也,kanripo,,
34,親,Parentesco,6,次六,厚厚君子秉斗,厚厚君子得人無彊也,kanripo,,
34,親,Parentesco,7,次七,髙亢其位德於同事○,位髙事卑德不能也,kanripo,,
34,親,Parentesco,8,次八,肺附乾餱其幹巳良君子攸行,小斂不貸其道當也,kanripo,,
34,親,Parentesco,9,上九,童親不貞,童親不貞還自荄也,wikisource_provisional,,
35,斂,Congregación,1,初一,小斂不貨利用安人正國,小斂不貨其道富也,wikisource_provisional,,
35,斂,Congregación,2,次二,墨斂韯韯非我匪貞○,墨斂韯韯非所以光也,kanripo,,
35,斂,Congregación,3,次三,見小勿用以我扶䟽,見小勿用俟我大也,kanripo,,
35,斂,Congregación,4,次四,斂利小刑小進大退,斂利小刑其正退也,kanripo,,
35,斂,Congregación,5,次五,畜槃而衍繭純于田,畜槃繭純不奪時也,kanripo,,
35,斂,Congregación,6,次六,閔而緜而作大元而小人不戒,閔緜之戒不識微也,kanripo,,
35,斂,Congregación,7,次七,夫牽于車妻爲剥荼利于王姑不利公家乾萬物莫不彊梁,彊中否貞不可與謀也○,kanripo,kanripo_四部叢刊_cotejo,"測 recuperado (anclado en 贊辭, cortado en marcador; termina en 也)"
35,斂,Congregación,8,次八,大斂大顛,大斂之顛所斂非也,wikisource_provisional,,
35,斂,Congregación,9,上九,斂于時利圉極菑,斂于時奚可幾也,wikisource_provisional,,
36,彊,Fuerza,1,初一,彊中否貞無攸用,彊中否貞不可與謀也,kanripo,,
36,彊,Fuerza,2,次二,鳯鳥于飛脩其羽君子于辰終莫之圉,鳯鳥于飛君子得時也,kanripo,,
36,彊,Fuerza,3,次三,柱不中梁不隆大厦微,柱不中不能正基也,kanripo,,
36,彊,Fuerza,4,次四,爰聦爰明左右橿橿,爰聦爰明庶士方來也,kanripo,,
36,彊,Fuerza,5,次五,君子彊梁以德小人彊梁以力,小人彊梁得位益尤也,kanripo,,
36,彊,Fuerza,6,次六,克我彊梁于天無疆,克我彊梁大美無基也,kanripo,,
36,彊,Fuerza,7,次七,金剛肉柔血流于田,金剛肉柔法太傷也,kanripo,,
36,彊,Fuerza,8,次八,彊其衰勉其弱,彊其衰勉自彊也,kanripo,,
36,彊,Fuerza,9,上九,太山拔梁柱折其人顚且蹶,冥駮冐睟中自㥷也,kanripo,,
37,睟,Pureza,1,初一,睟於內清無穢,睟於內清無穢也,wikisource_provisional,,
37,睟,Pureza,2,次二,冥駁冒睟胹於中,冥駁冒睟中自應也,wikisource_provisional,,
37,睟,Pureza,3,次三,目上于天耳下于淵恭,目上耳下聦察極也,kanripo,,
37,睟,Pureza,4,次四,小人慕睟失禄貞,小人慕睟道不得也,kanripo,,
37,睟,Pureza,5,次五,睟于幽黃元貞無方,睟于幽黃正地則也,kanripo,,
37,睟,Pureza,6,次六,大睟承愆易,大睟承愆小人不克也,kanripo,,
37,睟,Pureza,7,次七,睟辰愆君子補愆,睟辰愆善補過也,kanripo,,
37,睟,Pureza,8,次八,睟惡無善,睟惡無善終不可佐也,kanripo,,
37,睟,Pureza,9,上九,睟終大有,作不恃稱玄德也,kanripo,,
38,盛,Plenitud,1,初一,盛不墨失冥德,盛不墨中不自克也,wikisource_provisional,,
38,盛,Plenitud,2,次二,作不恃克大有,作不恃稱玄德也,wikisource_provisional,,
38,盛,Plenitud,3,次三,懷利滿匈不利于公,懷利滿匈營私門也,kanripo,,
38,盛,Plenitud,4,次四,小盛臣臣大人之門,小盛臣臣事仁賢也,kanripo,,
38,盛,Plenitud,5,次五,何福滿肩提禍撣撣,何福提禍小人之道也,kanripo,,
38,盛,Plenitud,6,次六,天錫之光大開之疆于謙有慶,天錫之光謙大有也,kanripo,,
38,盛,Plenitud,7,次七,乗火寒泉至,乗火泉至禍不逺也,kanripo,,
38,盛,Plenitud,8,次八,挹于滿熒幾後之傾測,匪譽匪咎其道常也,kanripo,,
38,盛,Plenitud,9,上九,極盛不救禍降自天,極盛不救天道反也,wikisource_provisional,,
39,居,Residencia,1,初一,匪譽匪咎克守厥家,匪譽匪咎其道常也,wikisource_provisional,,
39,居,Residencia,2,次二,家無壷婦承之姑或洗之塗,家無壷無以相承也,kanripo,,
39,居,Residencia,3,次三,長幼序序子克父,子克父乃能有興也,kanripo,,
39,居,Residencia,4,次四,見豕在堂狗繫之迒,見豕在堂其體不慶也,kanripo,,
39,居,Residencia,5,次五,舳艫調安利富貞,舳艫安和順其疆也,kanripo,,
39,居,Residencia,6,次六,外其井竈三歳見背,外其井竈三歳不享也,kanripo,,
39,居,Residencia,7,次七,老夫擐車少女提壷利考家物仰其墨莫不被則,造法不法不足用也○,kanripo,kanripo_四部叢刊_cotejo,"測 recuperado (anclado en 贊辭, cortado en marcador; termina en 也)"
39,居,Residencia,8,次八,反其幾雙其朼其家不旨,反幾雙朼家用不臧也,wikisource_provisional,,
39,居,Residencia,9,上九,株生蘗其種不絕,株生蘗其類乃長也,wikisource_provisional,,
40,法,Ley / Modelo,1,初一,造法不法,造法不法不足用也,kanripo,,
40,法,Ley / Modelo,2,次二,摹法以中克,摹法以中衆之所共也,kanripo,,
40,法,Ley / Modelo,3,次三,準繩不甫亡其規矩,準繩不甫其用爽也,kanripo,,
40,法,Ley / Modelo,4,次四,準繩規矩莫違我施,準繩規矩由身行也,kanripo,,
40,法,Ley / Modelo,5,次五,繘陸陸缾窴腹井潢洋終不得食,缾窴腹非學方也,kanripo,,
40,法,Ley / Modelo,6,次六,于紀于綱示以貞光,于紀于綱大統明也,kanripo,,
40,法,Ley / Modelo,7,次七,密網離于淵不利于鱗,密網離淵苛法張也,kanripo,,
40,法,Ley / Modelo,8,次八,正彼有辜格我無邪,正彼有辜敺而至也,kanripo,,
40,法,Ley / Modelo,9,上九,井無幹水直衍匪谿匪谷終于愆,井無幹法妄恣也測曰上施下和匪其肯也,kanripo,,
41,應,Respuesta,1,初一,六幹羅如五枝離如,幹羅如附離君也,ctext_verificado,,
41,應,Respuesta,2,次二,上歷施之下律和之非則否,上施下和匪其肯也,ctext_verificado,,
41,應,Respuesta,3,次三,一從一橫天網䍚䍚,一從一橫經緯陳也,kanripo,,
41,應,Respuesta,4,次四,援我罘罟絓羅于野至,援我罘罟不能以仁也,kanripo,,
41,應,Respuesta,5,次五,龍翰于天貞栗其鱗,龍翰之栗極懼墜也,kanripo,,
41,應,Respuesta,6,次六,熾承于天冰萌于地,承天萌地陽始退也,kanripo,,
41,應,Respuesta,7,次七,日彊其衰應蕃貞,日彊其衰惡敗類也,kanripo,,
41,應,Respuesta,8,次八,極陽徴隂不移日而應,極陽徴隂應其發也,kanripo,,
41,應,Respuesta,9,上九,元離之極君子應以大稷,元離之極不可遏止也太玄經卷第三,kanripo,,
42,迎,Ir al Encuentro,1,初一,迎他匪並無貞有邪,迎他匪應非所與並也,wikisource_provisional,,
42,迎,Ir al Encuentro,2,次二,蛟潛於淵陵卵化之人或陰言百姓和之,蛟潛之化中精誠也,wikisource_provisional,,
42,迎,Ir al Encuentro,3,次三,精微往來妖先靈覺,精微往來妖咎徴也,kanripo,,
42,迎,Ir al Encuentro,4,次四,裳有衣𥜗男子目珠婦人啑鈎貞,裳有衣𥜗隂感陽也,kanripo,,
42,迎,Ir al Encuentro,5,次五,黃乗否貞,黃乗否貞不可與朋也,kanripo,,
42,迎,Ir al Encuentro,6,次六,玄黃相迎其意感感,玄黃相迎以類應也,kanripo,,
42,迎,Ir al Encuentro,7,次七,逺之　近之棓迎父迦逅,逺　近棓失父類也,kanripo,,
42,迎,Ir al Encuentro,8,次八,見血入門捬迎中廷,見血入門以賢自衞也,kanripo,,
42,迎,Ir al Encuentro,9,上九,濕迎牀足罦于牆屋諭,衝衝兒遇不肖子也,kanripo,,
43,遇,Encuentros,1,初一,幽遇神及師夢貞,幽遇神思得理也,wikisource_provisional,,
43,遇,Encuentros,2,次二,衝衝兒遇不定之諭,衝衝兒遇不肖子也,wikisource_provisional,,
43,遇,Encuentros,3,次三,不往來不求得士女之貞,不往不求士女則也,kanripo,,
43,遇,Encuentros,4,次四,㒁㒁兊人遇雨厲,兊人遇雨還自賊也,kanripo,,
43,遇,Encuentros,5,次五,田遇禽人莫之禁,田遇禽誠可勉也,kanripo,,
43,遇,Encuentros,6,次六,俾蛛罔罔遇螽利雖大不得從,蛛之罔害不逺也,kanripo,,
43,遇,Encuentros,7,次七,振其角君父遇辱匪正命,振其角直道行也,kanripo,,
43,遇,Encuentros,8,次八,兩兕鬥一角亡不勝喪,兩兕鬥亡角喪也,wikisource_provisional,,
43,遇,Encuentros,9,上九,或氐其角遇下毀足,或氐其角何可當也,wikisource_provisional,,
44,竈,Fogón,1,初一,竈無實乞于鄰,竈無有虚名也,kanripo,,
44,竈,Fogón,2,次二,黄鼎介其中裔不飲不食孚無害,黃鼎介中廉貞也,kanripo,,
44,竈,Fogón,3,次三,竈無薪黃金瀕,竈無薪有不用也,kanripo,,
44,竈,Fogón,4,次四,鬲實之食得其勞力,鬲實之食時我奉也,kanripo,,
44,竈,Fogón,5,次五,鼎犬可觴不齊不莊,鼎大可觴饗無意也,kanripo,,
44,竈,Fogón,6,次六,五味龢調如美如大人之饗,味龢之饗宰輔事也,kanripo,,
44,竈,Fogón,7,次七,脂牛正肪不濯釡而烹則歐歍之疾至,脂牛歐歍不絜志也,kanripo,,
44,竈,Fogón,8,次八,食其委雖噭不毀,食其委蒙厥德也,kanripo,,
44,竈,Fogón,9,上九,竈滅資褁無方也,大其慮爲思所傷也○,kanripo,kanripo_四部叢刊_cotejo,"測 recuperado (anclado en 贊辭, cortado en marcador; termina en 也)"
45,大,Grandeza,1,初一,淵潢洋包無方冥,淵潢洋資裹無方也,wikisource_provisional,,
45,大,Grandeza,2,次二,大其慮躬自鑢,大其慮爲思所傷也,kanripo,,
45,大,Grandeza,3,次三,大不大利以成大,大不大以小作基也,kanripo,,
45,大,Grandeza,4,次四,大其門郊不得其刀鳴虚,大其門郊實去名來也,kanripo,,
45,大,Grandeza,5,次五,包荒以中克,包荒以中督九夷也,kanripo,,
45,大,Grandeza,6,次六,大失小多失少,大失小禍由微也,kanripo,,
45,大,Grandeza,7,次七,大奢迃自削以觚或益之餔,奢迃自削能自非也,kanripo,,
45,大,Grandeza,8,次八,豐牆峭址三歲不築崩,豐牆峭址崩不遲也,wikisource_provisional,,
45,大,Grandeza,9,上九,丈佟以蔑否出天外,大終以蔑小爲大資也,wikisource_provisional,,
46,廓,Ampliación,1,初一,廓之恢之不正其基,廓之恢之始基傾也,kanripo,,
46,廓,Ampliación,2,次二,金榦玉楨廓于城,金榦玉楨蕃輔正也,kanripo,,
46,廓,Ampliación,3,次三,廓無子室石婦,廓無子焉得後生也,kanripo,,
46,廓,Ampliación,4,次四,恢其門戸以御㓂虜,恢其門戸大經營也,kanripo,,
46,廓,Ampliación,5,次五,天門大開恢堂之階或生之差,天門大開德不能滿堂也,kanripo,,
46,廓,Ampliación,6,次六,維豐維崇百辟馮馮伊德攸興,維豐維崇兹太平也,kanripo,,
46,廓,Ampliación,7,次七,外大扢其中失君子至野小人入室,外大扢中無人也,kanripo,,
46,廓,Ampliación,8,次八,廓其外虚其内利鼓鉦,廓外虚内乃能有聞也,kanripo,,
46,廓,Ampliación,9,上九,極廓于髙庸三歳無童,極廓髙,kanripo,,
47,文,Patrón,1,初一,袷襀何縵玉貞,袷隤何縵文在內也,wikisource_provisional,,
47,文,Patrón,2,次二,文蔚質否,文蔚質否不能俱睟也,wikisource_provisional,,
47,文,Patrón,3,次三,大文彌樸孚似不足,大文彌樸質有餘也,kanripo,,
47,文,Patrón,4,次四,裴如邠如虎豹文如匪天之享否,斐邠之否奚足譽也,kanripo,,
47,文,Patrón,5,次五,炳如彪如尚文昭如車服庸如,彪如在上天文炳也,kanripo,,
47,文,Patrón,6,次六,鴻文無范恣于川,鴻文無范恣意往也,kanripo,,
47,文,Patrón,7,次七,雉之不禄而雞藎榖,雉之不禄難幽養也,kanripo,,
47,文,Patrón,8,次八,彫韯榖布亡于時文則亂,彫韯之文徒費日也,kanripo,,
47,文,Patrón,9,上九,極文密密易以黼黻跋退其親也,穆穆肅肅敬出心也○,kanripo,kanripo_四部叢刊_cotejo,"測 recuperado (anclado en 贊辭, cortado en marcador; termina en 也)"
48,禮,Ritual,1,初一,履于跂後其祖裲,履於歧退其親也,wikisource_provisional,,
48,禮,Ritual,2,次二,目穆穆足肅肅乃貫以棘,穆穆肅肅敬出心也,kanripo,,
48,禮,Ritual,3,次三,畫象成形孚無成,畫象成形非其眞也,kanripo,,
48,禮,Ritual,4,次四,孔鴈之儀利用登于階,孔鴈之儀可法則也,kanripo,,
48,禮,Ritual,5,次五,懷其違折其匕過喪錫九矢,懷違折匕貶天禄也,kanripo,,
48,禮,Ritual,6,次六,魚鱗差之乃矢施之帝用登于天,魚鱗差之貴賤位也,kanripo,,
48,禮,Ritual,7,次七,出禮不畏入畏測氣濳退萬物將亡,逃水之夷跡不創也○,kanripo,kanripo_四部叢刊_cotejo,"測 recuperado (anclado en 贊辭, cortado en marcador; termina en 也)"
48,禮,Ritual,8,次八,冠戚月醜履全履,冠戚履賎不可不上也,wikisource_provisional,,
48,禮,Ritual,9,上九,戴無首焉用此九,無首之戴焉所往也,wikisource_provisional,,
49,逃,Vuelo,1,初一,逃水之夷滅其創迹,逃水之夷跡不創也,kanripo,,
49,逃,Vuelo,2,次二,心惕惕足金舄不志溝壑,心惕惕義不將也,kanripo,,
49,逃,Vuelo,3,次三,兢其股鞭其馬宼其戸逃利,兢股鞭馬近有見也,kanripo,,
49,逃,Vuelo,4,次四,喬木維摐飛鳥過之或降,喬木之鳥欲止則降也,kanripo,,
49,逃,Vuelo,5,次五,見鷕踤于林獺入于淵征,見鷕及獺深居逃凶也,kanripo,,
49,逃,Vuelo,6,次六,多田不婁費我膎功,多田不婁費力忘功也,kanripo,,
49,逃,Vuelo,7,次七,見于纍後乃克飛,見于纍幾不足髙也,kanripo,,
49,逃,Vuelo,8,次八,頸加于矰維䋚其繩,頸加維䋚無自勞也,kanripo,,
49,逃,Vuelo,9,上九,利用東征,唐冥之利利明道也,kanripo,,
50,唐,Vastedad / Desperdicio,1,初一,唐于內勿作厲,唐於內無執守也,wikisource_provisional,,
50,唐,Vastedad / Desperdicio,2,次二,唐處冥利用東征,唐冥之利利明道也,wikisource_provisional,,
50,唐,Vastedad / Desperdicio,3,次三,唐素不貞亡彼瓏玲,亡彼瓏玲非爾所也,kanripo,,
50,唐,Vastedad / Desperdicio,4,次四,唐無適道義之辟,唐無適惟義予也,kanripo,,
50,唐,Vastedad / Desperdicio,5,次五,奔鹿懷鼷得不訾,奔鹿懷鼷奚足功也,kanripo,,
50,唐,Vastedad / Desperdicio,6,次六,唐不獨足代天班禄,唐不獨足無私容也,kanripo,,
50,唐,Vastedad / Desperdicio,7,次七,弋彼三飛明明于征終日不歸亡,弋彼三飛適無所從也,kanripo,,
50,唐,Vastedad / Desperdicio,8,次八,唐收禄社鬼輟哭或得其沐,戴神墨體一形也○,kanripo,kanripo_四部叢刊_cotejo,"測 recuperado (anclado en 贊辭, cortado en marcador; termina en 也)"
50,唐,Vastedad / Desperdicio,9,上九,明珠彈於飛肉其得不復,明珠彈肉費不當也,wikisource_provisional,,
51,常,Constancia,1,初一,戴神墨履靈式以一耦萬終不稷,戴神墨體一形也,kanripo,,
51,常,Constancia,2,次二,内常微女貞厲,内常微女不正也,kanripo,,
51,常,Constancia,3,次三,日常其德三歳不食,日常其德君道明也,kanripo,,
51,常,Constancia,4,次四,月不常或失之行,月不常臣失行也,kanripo,,
51,常,Constancia,5,次五,其從其横天地之常,其從其横君臣常也,kanripo,,
51,常,Constancia,6,次六,得七而九懦撓其剛不克常,得七而九弃盛乗衰也,kanripo,,
51,常,Constancia,7,次七,淊淊往來有常衰如克承貞,淊淊往來以正承非也,kanripo,,
51,常,Constancia,8,次八,常疾不疾咎成不詰,常疾不疾不能自治也,kanripo,,
51,常,Constancia,9,上九,疾其疾巫毉不失,疾測曰澤不舎乃能有正也,kanripo,,
52,度,Medida,1,初一,中度獨失,度獨失不能有成也,wikisource_provisional,,
52,度,Medida,2,次二,澤不舍冥中度,澤不舍乃能有正也,wikisource_provisional,,
52,度,Medida,3,次三,小度差差大櫴之階,小度之差大度傾也,kanripo,,
52,度,Medida,4,次四,榦楨利干城,榦楨之利利經營也,kanripo,,
52,度,Medida,5,次五,榦不榦櫴于營,幹不幹不能有寧也,kanripo,,
52,度,Medida,6,次六,大度檢檢于天示象垂其范,大度檢檢垂象貞也,kanripo,,
52,度,Medida,7,次七,不度規之鬼即訾之,不度規之明察笑也,kanripo,,
52,度,Medida,8,次八,石赤不奪節士之必,石赤不奪可與有要也測曰不替不爽永宗道也,kanripo,,
52,度,Medida,9,上九,積差之貸十年不復,積差之貸不得造也,wikisource_provisional,,
53,永,Eternidad,1,初一,不替不爽長子之常,不替不爽永宗道也,wikisource_provisional,,
53,永,Eternidad,2,次二,内懷替爽永失貞祥,内懷替爽安可乆也,kanripo,,
53,永,Eternidad,3,次三,永其道未得無咎,永其道誠可保也,kanripo,,
53,永,Eternidad,4,次四,子序不序先賔永失主,子序不序非永木也,kanripo,,
53,永,Eternidad,5,次五,三綱得于中極天永厥福,三綱之永其道長也,kanripo,,
53,永,Eternidad,6,次六,大永于福反虚庭入奠冥,大永于福福反亡也,kanripo,,
53,永,Eternidad,7,次七,老木生蒔永以纒其所無,昆于黑不可謂人也○,kanripo,kanripo_四部叢刊_cotejo,"測 recuperado (anclado en 贊辭, cortado en marcador; termina en 也)"
53,永,Eternidad,8,次八,永不軌凶亡流於後,永不軌其命劑也,wikisource_provisional,,
53,永,Eternidad,9,上九,永終馴首,永終馴首長愷悌也,wikisource_provisional,,
54,昆,Unidad,1,初一,昆于黒不知白,昆于黑不可謂人也,kanripo,,
54,昆,Unidad,2,次二,白黒菲菲三禽一角同尾,三禽一角無害心也,kanripo,,
54,昆,Unidad,3,次三,昆于白失不黑無除一尾三角,昆白不黒不相親也,kanripo,,
54,昆,Unidad,4,次四,鳥託巢于叢人寄命于公,鳥託巢公無貧也,kanripo,,
54,昆,Unidad,5,次五,榖不榖失䟽數衆氂毀玉,榖失䟽數奚足旬也,kanripo,,
54,昆,Unidad,6,次六,昆于井市文車同軌,昆于井市同一倫也,kanripo,,
54,昆,Unidad,7,次七,蓋徧不覆晏雨不救,蓋徧不覆德不均也,kanripo,,
54,昆,Unidad,8,次八,昆于危難乃覆之安測日危難之安素施仁也,昆于死弃厥身也○,kanripo,kanripo_四部叢刊_cotejo,"測 recuperado (anclado en 贊辭, cortado en marcador; termina en 也)"
54,昆,Unidad,9,上九,昆于死弃宼遺,昆于死弃厥身也太玄經卷第四,kanripo,,
55,減,Merma,1,初一,善減不減冥,善減不減常自沖也,wikisource_provisional,,
55,減,Merma,2,次二,心減自中以形於身,心減形身困諸中也,wikisource_provisional,,
55,減,Merma,3,次三,減其儀利用光于階,減其儀欲自禁也,kanripo,,
55,減,Merma,4,次四,減於乂貶其位,減於乂無以莅衆也,kanripo,,
55,減,Merma,5,次五,減其黃貞下承于上寧,減黃貞臣道丁也,kanripo,,
55,減,Merma,6,次六,幽闡積不減不施石,幽闡不施澤不平也,kanripo,,
55,減,Merma,7,次七,減其疾損其䘏厲不至,減其疾不至危也,kanripo,,
55,減,Merma,8,次八,瀏漣漣減于生根,唫不予人所違也,kanripo,,
55,減,Merma,9,上九,減終利用登於西山臨於大川,減終之登誠可爲也,wikisource_provisional,,
56,唫,Boca Cerrada,1,初一,唫不予丈夫婦處,唫不予人所違也,wikisource_provisional,,
56,唫,Boca Cerrada,2,次二,唫于血資乾骨,唫于血䂄自肥也,kanripo,,
56,唫,Boca Cerrada,3,次三,貌不交唭㘈唫無辭,貌不交人道微也,kanripo,,
56,唫,Boca Cerrada,4,次四,唫其榖不振不俗纍老及族,唫其榖不得相希也,kanripo,,
56,唫,Boca Cerrada,5,次五,不中不督腐蠧之嗇,不中不督其唫非也,kanripo,,
56,唫,Boca Cerrada,6,次六,泉源洋洋唫于丘園,泉源之唫不可譏也,kanripo,,
56,唫,Boca Cerrada,7,次七,唫于體黃肉毁,唫于體骨肉傷也,kanripo,,
56,唫,Boca Cerrada,8,次八,唫遇禍禱以牛解閉朋牖善持有也,迷自守中無所以也○,kanripo,kanripo_四部叢刊_cotejo,"測 recuperado (anclado en 贊辭, cortado en marcador; termina en 也)"
56,唫,Boca Cerrada,9,上九,唫不雨孚幹脯,唫不雨何可望也,wikisource_provisional,,
57,守,Cautela,1,初一,閉朋牖守元有,閉朋牖善持有也,wikisource_provisional,,
57,守,Cautela,2,次二,迷自守不如一之有,迷自守中無所以也,kanripo,,
57,守,Cautela,3,次三,無喪無得往來黙黙,無喪無得守厥故也,kanripo,,
57,守,Cautela,4,次四,象艮有守,象艮之守廉無怙也○,kanripo,ctext_太玄經,□ = 怙 (verificado en ctext)
57,守,Cautela,5,次五,守中以和要侯貞,守中以和侯之素也,kanripo,,
57,守,Cautela,6,次六,車案軔圭璧塵,車案軔不接鄰也,kanripo,,
57,守,Cautela,7,次七,羣陽不守男子之貞,羣陽之守守貞信也,kanripo,,
57,守,Cautela,8,次八,臼無杵其碓舉天陰不雨白日毀暑,臼無杵其守貧也,wikisource_provisional,,
57,守,Cautela,9,上九,輿荼有守辭于盧首不殆,輿荼有守故愈新也,wikisource_provisional,,
58,翕,Recogimiento,1,初一,狂衝于冥翕其志雖欲逍遥天不之兹,狂衝于冥天未與也,kanripo,,
58,翕,Recogimiento,2,次二,翕冥中射貞,翕冥中正予也,kanripo,,
58,翕,Recogimiento,3,次三,翕食嘬嘬,翕食嘬嘬利如舞也,kanripo,,
58,翕,Recogimiento,4,次四,翕其羽利用舉,翕其羽朋友助也,kanripo,,
58,翕,Recogimiento,5,次五,翕其腹辟金榖,翕其腹非所以舉也,kanripo,,
58,翕,Recogimiento,6,次六,黃心鴻翼翕于天,黃心鴻翼利得輔也,kanripo,,
58,翕,Recogimiento,7,次七,翕繳惻惻,翕繳惻惻被離害也,kanripo,,
58,翕,Recogimiento,8,次八,揮其罦絶其羂殆,揮罦絶羂危得遂也,kanripo,,
58,翕,Recogimiento,9,上九,㩣其角維用抵族曰燕聚嘻嘻樂淫衍也,宗其髙年鬼待敬也○,kanripo,kanripo_四部叢刊_cotejo,"測 recuperado (anclado en 贊辭, cortado en marcador; termina en 也)"
59,聚,Amontonamiento,1,初一,鬼神以無靈,鬼神無靈形不見也,wikisource_provisional,,
59,聚,Amontonamiento,2,次二,燕聚嘻嘻,燕聚嘻嘻樂淫愆也,wikisource_provisional,,
59,聚,Amontonamiento,3,次三,宗其髙年羣鬼之門,宗其髙年鬼待敬也,kanripo,,
59,聚,Amontonamiento,4,次四,牽羊示于叢社執圭信辟其左股野,牽羊于叢不足勞也,kanripo,,
59,聚,Amontonamiento,5,次五,鼎血之蕕九宗之好乃後有孚,鼎血之蕕信王命也,kanripo,,
59,聚,Amontonamiento,6,次六,畏其鬼尊其禮狂作昧淫亡,畏鬼之狂過其正也,kanripo,,
59,聚,Amontonamiento,7,次七,竦萃于丘冡,竦萃丘冡禮不廢也,kanripo,,
59,聚,Amontonamiento,8,次八,鴟鳩在林㕹彼衆禽,冥積否在惡也○,kanripo,kanripo_四部叢刊_cotejo,"測 recuperado (anclado en 贊辭, cortado en marcador; termina en 也)"
59,聚,Amontonamiento,9,上九,垂涕累鼻聚家之彙,垂涕累鼻時命絕也,wikisource_provisional,,
60,積,Acumulación,1,初一,冥積否作明基,冥積否在惡也,kanripo,,
60,積,Acumulación,2,次二,積不用而至于大用君子介心,積不用不可規度也,kanripo,,
60,積,Acumulación,3,次三,積石不食費其勞力,積石不食無可獲也,kanripo,,
60,積,Acumulación,4,次四,君子積善至于車耳,君子積善至于蕃也,kanripo,,
60,積,Acumulación,5,次五,藏不滿盜不嬴,藏滿盜嬴還自損也,kanripo,,
60,積,Acumulación,6,次六,大滿碩施得人無亢,大滿碩施人所來也,kanripo,,
60,積,Acumulación,7,次七,魁而顔而玉帛班而決欲收冦行其職出入有餙,言不言黙而信也○,kanripo,kanripo_四部叢刊_cotejo,"測 recuperado (anclado en 贊辭, cortado en marcador; termina en 也)"
60,積,Acumulación,8,次八,積善辰禍維先之罪,積善辰禍非己辜也,wikisource_provisional,,
